微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
J7u2d1CPP,#辟谣# 【上海卫健委：上海地铁11号线暂停系车辆故障，跟疫情无关】#上海地铁11号线暂停跟疫情无关# 6月19日，网传因发现新冠肺炎患者，上海地铁11号线来往花桥方向的车辆突然暂停。经询相关部门，是车辆故障所致。当晚，市卫健委进行辟谣，11号线暂停与疫情无关。看看新闻Knews的秒拍视频  ,,无,无,TRUE,无,无,2020/6/20 10:24,小布的iPhone客户端,3,1,1,1
J6Nyp2Cef,#辟谣# 网传根据支付大数据圈定新发地市场35万人大名单并进行病毒核酸筛查？支付宝、微信双双辟谣！ 浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/6/15 22:15,小布的iPhone客户端,2,1,0,1
J3IewtBXt,#辟谣# 武汉人离开湖北来上海要隔离？健康码直接变红？不实。#上海战疫# 浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/5/26 15:12,小布的iPhone客户端,2,0,1,1
J259vus6h,【网传上海嘉定出现初二学生新冠肺炎疑似病例？假！真相在这里】#辟谣# 据新民晚报：今天下午，一张印有“嘉定区教育局文件”字样的“红头文件”照片在微信群中广为传播，根据图片所示，震川中学一名初二学生“16:30初步诊断为不能排除新冠肺炎可能的发热病例”的消息，引起了不少网友的恐慌。新民晚报记者和上海市嘉定区教育核实后发现，图片为发布者断章取义，根据嘉定区教育局2020年5月11日在官网公布的文件全文，这名学生新冠病毒核酸检测和抗体检测均为阴性，相关班级师生可解除居家隔离观察。这份《上海市嘉定区教育局关于震川中学一名学生发热处置情况的通报》共有两页，而微信群中转发的图片只截取了第一页的上半部分，造成了信息传播失实。据悉，震川中学一名初二学生5月6日返校复课，入校晨检、午检体温均正常，7日晚出现发热症状，8日上午6:30向学校报告，后在学校指导下8:30由家长带领到指定医院发热门诊就诊，16:30初步诊断为不能排除新冠肺炎可能的发热病例。5月9日下午，新采集的样本经上海市疾控中心实验室检测，新冠病毒核酸检测和抗体检测均为阴性。#上海战役##上海加油# [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/986e73begy1getgyngd8lj20p20gfjtf.jpg,http://ww1.sinaimg.cn/large/986e73begy1getgymxqh3j20u00elk6c.jpg,http://ww2.sinaimg.cn/large/986e73begy1getgyo1knij20oc0xm79v.jpg,http://ww1.sinaimg.cn/large/986e73begy1getgyokqn7j20t915ijzh.jpg",无,TRUE,无,无,2020/5/15 21:52,小布的iPad Pro,5,4,4,3
J1Lxvn5MO,#辟谣#【 “上海已有幼儿园通知6月2日开学”？中福会幼儿园：从未发过类似通知】据上观新闻：连日来，网上出现大量上海小学低年级和幼儿园复学的传言，较多的说法称小学低年级和幼儿园将于6月2日复学。为了更具可信度，传言中还信誓旦旦称消息会于“下午官宣”，还有传言称“中福会幼儿园已发出了通知”。解放日报·上观新闻记者就此向中福会幼儿园多名老师求证。据称，中福会幼儿园从未发布过类似的通知。据了解，中福会幼儿园的老师们已恢复上班，为复学进行各项准备工作。但本学期是否会复学以及何时复学，目前仍旧在等待教育行政部门的统一部署。记者仔细查看了这些不实传言，发现多为教育培训机构或教育咨询自媒体炮制。请大家不造谣、不信谣、不传谣。#上海战疫# [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/986e73begy1ger2iho4eej20j60l1n0n.jpg,http://ww2.sinaimg.cn/large/986e73begy1ger2ii75zxj20gw0hbq66.jpg,http://ww3.sinaimg.cn/large/986e73begy1ger2igu1kqj20j6072wfs.jpg,http://ww2.sinaimg.cn/large/986e73begy1ger2ijgfz4j20bt06amym.jpg,http://ww4.sinaimg.cn/large/986e73begy1ger2iky2g0j20gp0mr77k.jpg",无,TRUE,无,无,2020/5/13 19:56,小布的iPhone客户端,110,32,43,2
J1hAvkEca,#辟谣#！刚调整为三级响应，网传“第二波疫情就要来了”？不实！#上海战疫# 浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/5/10 15:41,iPhone客户端,9,2,5,1
IFozgckJB,【#辟谣# 全国31省市摘口罩时间表公布？别信！】#上海战疫# 这几天，一张“31省市摘口罩时间表”在网上广泛流传。表上，列出了全国各地摘口罩的时间，如上海、贵州、湖南、四川、江西等地显示“已摘”。眼下，国内疫情情况转好，但需要强调的是，现在摘下口罩还为时尚早！  浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/4/28 12:15,微博视频,6,2,1,1
IF78df5fg,#辟谣# 上海奉贤第一例新冠确诊病例治愈后复阳？还传给了家人？不实！#上海战疫#  浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/4/26 15:52,微博视频,2,0,0,1
IEnwi8FIr,#辟谣# 上海市已对哈尔滨来沪人员韩某某流调，前后5次核酸检测结果均为阴性。#上海战疫# 浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/4/21 19:45,微博 weibo.com,3,3,5,2
IEkAEkMUD,辟谣！入住上海酒店已不用亮码量体温？没有的事！戴口罩、量体温、查验随申码仍是目前上海公共场所防疫必备“三件套”！#上海战疫##上海加油# 浦东发布的微博视频  ,,无,无,TRUE,无,无,2020/4/21 12:17,iPhone XR,60,7,11,1
ICumUvUxH,#辟谣# 【武汉来沪的车票都抢光了？上海压力山大？先别慌...】昨天凌晨，封城76天的武汉正式解封。短短一天之内，“武汉解封后会给上海带来什么影响”的谣言竟传出了3个版本。“上海成全国最危险地方”“饭馆下不得、公共汽车坐不得”等说法，引起了部分民众恐慌。据记者查证，4月8日以后来沪的火车票“全部抢光”属夸大其实，上海对于武汉解封也做好了充足的准备。而“新（型）冠状肺炎患者医疗费全部自行承担”的说法更在3月底就已辟谣。Via.新闻坊 [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/986e73bely1gdn90x2931j209r07d41x.jpg,http://ww3.sinaimg.cn/large/986e73bely1gdn90xbcucj20ai0azgov.jpg,http://ww2.sinaimg.cn/large/986e73bely1gdn90xpm3jj20790cz0wf.jpg,http://ww1.sinaimg.cn/large/986e73bely1gdn9e8tbb3j21400zu0z2.jpg",无,TRUE,无,无,2020/4/9 9:30,华为MateRS保时捷设计,1,0,1,1
IBM5p5iOJ,【辟谣！网传#上海崇明入境隔离人员逃离隔离点不实# 】据上海崇明 ：近日，上海崇明区集中隔离点龙群度假村对3名已满医学隔离观察期的境外来崇人员解除了集中隔离。其中2名英国籍本区外教搭乘CA808航班于3月19日抵沪并来崇接受集中医学隔离观察；1名中国籍入境返崇人员搭乘SQ321/SQ830航班于3月18日抵沪并在外区接受医学管理，3月21日转入本区集中隔离点完成后续医学观察。3名对象均在4月2日满14天隔离期，隔离期间身体健康，状态良好，符合相关规定，实施解除隔离，并由所属单位和乡镇接回住所。网传入境隔离人员逃离隔离点一事纯属谣传。#上海战疫# http://t.cn/A6ZRK5Y2 ,,无,无,TRUE,无,无,2020/4/4 16:46,iPhone客户端,9,18,2,2
IBAtYwCSX,【教育部#辟谣# ：“6月份大学英语四六级考试取消”不实】针对近日“原6月份大学英语四六级考试取消，与下半年考试合并”的传言，记者3日从教育部考试中心证实，教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。#教育部辟谣取消6月份四六级考试# 原图 ,,http://wx2.sinaimg.cn/large/986e73begy1gdgeopdkk9j20m80m8air.jpg,无,TRUE,无,无,2020/4/3 11:14,iPhone客户端,1,1,0,1
IB6FTnZyK,【#辟谣# 上海出现"漏网之鱼"，造成全市KTV停业？原来是因为一条紧急通知】#上海战疫# 3月29日晚上开始，“上海一KTV出现漏网之鱼，造成大量人员传染上病毒”这样一则消息在网上流传。记者向传言中涉及的上海相关区域政府部门求证，均被告知所谓辖区“发现漏网之鱼”的说法纯属谣言。近5日，上海无新增本地新冠肺炎确诊病例；相关新增输入病例中，几乎都在入关后即被隔离观察或被送至指定医疗机构留观，在沪没有活动轨迹。既然是谣言，那为什么景点和KTV开了又关？记者获悉，这与国家文旅部3月28日向全国发布的一条紧急通知有关：对于所有复工的娱乐场所都要暂时关停，包括KTV、网吧、电影院等。政策“反复”是为了疫情不反复，而不是因为疫情出现了反复。请大家不传谣，不信谣。（上观新闻） 原图 ,,http://wx1.sinaimg.cn/large/986e73bely1gdcr0wvpbnj208o06maba.jpg,无,TRUE,无,无,2020/3/31 7:21,iPhone客户端,6,3,6,3
IzKf3u8Xj,#广州女毒王消息不实#【辟谣！网传的“广州女毒王”4天坐遍14条地铁？竟是盗图，配文也不实】据文汇报：3月20日，一张“广州女毒王境外返回确诊，坐遍14条地铁”的图片在网上热传，引发大V转发和网友围观，一度登上微博热搜。然而，图片中的女子是名旅游博主@缅茨沐 ，并非感染者本人。当晚，该博主发出2016年在普吉岛游玩的原图，并表示网传图片涉嫌盗图，侵犯了她的肖像权和名誉权。不仅如此，根据官方公布的感染者出行轨迹，“广州女毒王”坐遍14条广州地铁线路的消息本身就存疑。在此，提醒广大网友，做好防护，远离风险，同时通过官方渠道了解疫情防控进展，不信谣，不传谣，看到“劲爆标题”，一定要分析核实，切莫跟风转发。#辟谣# [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/986e73bely1gd2ebz8u4qj20hs0egjt6.jpg,http://ww4.sinaimg.cn/large/986e73bely1gd2ebz11tij20hs0jh76h.jpg,http://ww3.sinaimg.cn/large/986e73bely1gd2ebzqo7qj20hs0ea3zq.jpg,http://ww3.sinaimg.cn/large/986e73bely1gd2ebzx6cbj20hs0c7762.jpg,http://ww2.sinaimg.cn/large/986e73bely1gd2ec038nsj20hs0ceab7.jpg",无,TRUE,无,无,2020/3/22 8:24,iPhone客户端,9,1,8,2
IyCa0cs3v,【315打假！#新冠肺炎辟谣#】据人民网：连日来，疫情的发展牵动着每个人的心，各种谣言紧随其后。不带口罩驾车被扣6分？体温枪伤眼，造成永久伤害？微波炉加热口罩可以消毒？洗热水澡能预防新型冠状病毒？......看看你避开了多少？让谣言止于“较真”！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/986e73bely1gctsxzsa1hj20js0w3tc6.jpg,http://ww3.sinaimg.cn/large/986e73bely1gctsz3fa8zj20l30y6gq1.jpg,http://ww4.sinaimg.cn/large/986e73bely1gctsy014m5j20ok13tjw7.jpg,http://ww2.sinaimg.cn/large/986e73bely1gctsy07w2fj20ph15bgqf.jpg,http://ww1.sinaimg.cn/large/986e73bely1gctsy0g37gj20ra189tdv.jpg,http://ww2.sinaimg.cn/large/986e73bely1gctsy0r2lwj20p514sdl6.jpg,http://ww1.sinaimg.cn/large/986e73bely1gctsy0zdocj20ra189n2r.jpg,http://ww3.sinaimg.cn/large/986e73bely1gctsy18rzpj20rs192448.jpg,http://ww4.sinaimg.cn/large/986e73bely1gctsy1j8eyj20ki1ak43f.jpg",无,TRUE,无,无,2020/3/14 21:59,iPhone客户端,2,2,0,1
Iy9Nk8qKh,【#辟谣# 市政府开会，上海学校开学等时间定了？谣言！】据澎湃新闻：3月11日，一张关于上海各场所恢复正常以及各类学校开学具体时间的安排表在网上快速传播，并称这是“今天上午市政府会议精神”。对此，记者求证后获悉：上海市政府并未召开过相关会议，也没有发布过类似消息，网上所传信息纯属谣言。 #上海战疫# 原图 ,,http://wx3.sinaimg.cn/large/986e73bely1gcqboqne3fj20rs1e0gs7.jpg,无,TRUE,无,无,2020/3/11 21:46,iPhone客户端,2,3,0,1
Iy6kJi0AO,【#辟谣# 新冠病毒会在夏天消失？曾光：消灭病毒主要依靠防控，而不是气候。】据中新视频：前不久，世界卫生组织卫生表示，不能指望新冠病毒会像流感病毒一样在夏天自行消失。9日，流行病学专家曾光接受采访时指出，新冠病毒的传染性是否会受到气候影响，目前还未知。实验发现，有的呼吸道病毒传染性确实会受到气温影响。然而他认为，无论是17年前的SARS，还是当前的新型冠状病毒，它们的消失都是依靠防控，而不是气候。#上海战疫# http://t.cn/A6z7HXJg ,,无,无,TRUE,无,无,2020/3/11 12:58,iPhone客户端,3,0,0,2
IxZ00Er5D,【高校通知学生6月返校直接毕业？山西高校辟谣：假的 已经报案】据@时间视频，#山西高校通知学生6月返校直接毕业是谣言#3月8日，网上大量转发“高校通知学生6月返校直接毕业”等消息，引起广大网民关注。9日，山西师范大学临汾学院声明：该内容纯属造谣，我校8日未发布任何工作通知，已向公安机关报案。 http://t.cn/A6zAhzUN ,,无,无,TRUE,无,无,2020/3/10 18:17,iPhone客户端,1,0,0,1
IxHhCqKuJ,【#辟谣# 上海港汇广场被封，确诊一例意大利人？谣言】3月8日，多个微信朋友圈开始传播一则消息，称“港汇封了，确诊一例，意大利人”，并劝告大家“徐家汇方向暂时不要去了”。3月8日下午，微博官方账号“@上海港汇恒隆广场”和“@上海徐汇发布”先后发声予以辟谣称，“截止目前，上海港汇恒隆广场并未发现任何新型冠状病毒肺炎确诊病例”，因此，“所涉内容不实，为谣言！”请各位网友不信谣，不传谣！ [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/986e73begy1gcmtubprt7j20m80hamyh.jpg,http://ww2.sinaimg.cn/large/986e73begy1gcmtubq8o9j20g40dx0u4.jpg",无,TRUE,无,无,2020/3/8 21:11,微博 weibo.com,2,2,0,1
IxGDa0gmw,【#辟谣# 湖北产地的水果不能吃？谣言！】近日，网传消息称：湖北秭归17万吨滞销脐橙，有网友表示有心助农但担心传染不敢购买。真相来了！中国工程院副院长、“柑橘院士”邓秀新表示：通过科学防疫，严格品控，湖北出来的水果是安全的。果蔬是不可能与人传染的，不要对湖北水果歧视。据@武汉发布：3月2日，首批8万多斤秭归脐橙已经发往全国，全程实现“云品控”。 原图 ,,http://wx1.sinaimg.cn/large/986e73begy1gcmqyd2dgrj20c804eaar.jpg,无,TRUE,无,无,2020/3/8 19:32,微博 weibo.com,2,1,0,2
IxxFuf5Tw,#上海战疫# 【网传“上海52岁男医生感染新冠肺炎去世”系谣言】据看看新闻，此前网上有传言称，赴武汉支援的上海华山医院呼吸道科男医生陈建国因感染新冠肺炎去世。根据上海市卫健委官方微博@健康上海12320 消息：经核查，上海援鄂医疗队队员中没有名为“陈建国”的队员。#疫情辟谣#  http://t.cn/A67rWvD9 ,,无,无,TRUE,无,无,2020/3/7 20:43,iPhone客户端,3,0,1,3
IxfoSCFJQ,【#辟谣# 口罩中间垫餐巾纸能阻断新冠病毒？不能！】据中国互联网联合辟谣平台：垫餐巾纸并不能有效阻断新冠病毒。餐巾纸吸水性很好，可以在一定程度上吸收呼吸产生的水汽。但空气中的小颗粒需要靠拦截或者吸附才能够被有效过滤，餐巾纸并不具备这些作用，所以用它过滤颗粒物的效果很小。将餐巾纸夹在两层口罩中间，并不能确保它会固定在一个位置，佩戴过程中面部的活动、口罩的移动等难免会导致餐巾纸发生位移，反而可能影响口罩密封性。#中国从未对口罩设任何贸易管制# 原图 ,,http://wx2.sinaimg.cn/large/986e73bely1gcjeqg55kyj20mi0f0gmh.jpg,无,TRUE,无,无,2020/3/5 22:12,iPhone客户端,2,2,0,2
Ixf9SrVQR,【#辟谣# 今天17:15后，深圳、广州飞往杭州航班全部取消？消息不实！】3月5日下午开始，一则标题为《今天17:15后，深圳、广州飞往杭州航班全部取消，部分因“公共安全原因”取消》的消息在朋友圈流传。这是真的吗？钱江晚报小时新闻记者联系了杭州萧山机场。萧山机场方面表示，消息不实。至于为什么今天会有深圳、广州飞杭州的部分航班取消，机场方面也做了解释，“那是之前就做好的调整，航空公司在编制航班计划时，根据需要提前进行的调整，并不是在今天的运行中临时取消的。”Via钱江晚报 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/986e73bely1gcjdogupudj20gf09ptaj.jpg,http://ww3.sinaimg.cn/large/986e73bely1gcjdoh319gj20j615hmz2.jpg",无,TRUE,无,无,2020/3/5 21:35,iPhone客户端,0,0,0,3
IxelYlrTb,【#辟谣# 新冠肺炎疫苗已注射到陈薇院士左臂？谣言！】近日，一张配文为“疫苗第一针，院士先试”的图片出现在社交网络上。该图片被认为是陈薇院士团队研制的疫苗已进入临床阶段，配文还称：“第一支新冠病毒疫苗，今天注射到陈薇院士左臂。专家组7名党员也一同注射。”据科普中国，此消息系谣言。此图实为陈薇院士在出征武汉前，注射提高免疫力药物。#武汉3月底有望新增病例基本清零# 原图 ,,http://wx3.sinaimg.cn/large/986e73bely1gcja4mw6bcj20u011g0yj.jpg,无,TRUE,无,无,2020/3/5 19:32,iPhone客户端,4,18,0,3
Ix3KmCbLl,【#日本网民疯抢花岗岩# 谣传花岗岩能防新冠肺炎】据新京报，3月3日，日本网传花岗岩能防止感染新冠肺炎，众多网站开始售卖，标价1000-5000日元不等（约合64-322元），引起网民疯抢均已售罄。但专家辟谣称，这一说法没有科学依据。（新京报）世面的秒拍视频  ,,无,无,TRUE,无,无,2020/3/4 16:32,iPhone客户端,2,2,0,1
IvHwx8i07,#上海战疫# 【淮海路雁荡路发现新冠肺炎感染者死于家中？ 六旬女子发布谣言被处罚】据看看新闻，2月23日，网传一段上海淮海路雁荡路发现新冠肺炎确诊病例的视频。经核查，网传内容与事实不符，系一腿部残疾的独居老人，长期患病未出门，在家中死亡。经警方勘验调查，已排除他杀。死者生前患有脑梗等多种疾病，系病发猝死。目前，防疫人员已对死者家中及周边开展消毒和排查，未见异常。目前，黄浦分局已对发布“雁荡路发现确诊病例”谣言的66岁女子张某处以行政罚款处罚。#警方辟谣淮海路雁荡路新冠肺炎感染者死亡# http://t.cn/A6hDYack ,,无,无,TRUE,无,无,2020/2/24 18:07,iPhone客户端,4,0,1,3
Iv6ghdBIG,#国家林草局辟谣牛蛙列入禁食名录#【牛蛙等列入禁食名录？国家林草局辟谣：从未发布相关名单】据澎湃新闻：国家市场监管总局、农业农村部、国家林草局三部委日前发布关于禁止野生动物交易的公告，要求全国疫情解除期间，禁止野生动物交易活动。近日，网传一份名单显示，牛蛙、甲鱼、水鸭等也被禁止经营销售。国家林草局相关负责人20日向中新社@国是直通车 表示，三部委尚未发布相关野生动物名录，更没有发布禁食名单。#牛蛙# 原图 ,,http://wx3.sinaimg.cn/large/986e73begy1gc32ywgxt4j20j60ls76h.jpg,无,TRUE,无,无,2020/2/20 19:16,iPhone客户端,0,0,0,1
IuLrqph0G,【辟谣！返沪人员睡路边帐篷？真相令人泪目！】据@新民晚报新民网 ：有返沪人员进不去小区，也回不去家乡，只能睡在马路边支起的帐篷里？网上流传的这段视频，完全搞错了！真相是，根据疫情防控要求，上海1.3万个小区实现“封闭式管理”。然而，很多老式小区和里弄并不是封闭式的。为了更好地进行防疫管控，奉贤路182号的几个单元，沿路用隔离栏进行了封闭。在预留的唯一进出口前，支起了一顶帐篷，保安每天两班24小时昼夜值守。#一家四口全都坚守抗疫一线##上海战疫# via： 新民晚报 http://t.cn/A6hKIfqT ,,无,无,TRUE,无,无,2020/2/18 14:15,iPhone客户端,128,17,32,2
